GO:0006967	positive regulation of antifungal peptid...	5	3	0.11	0.00011	BP	Up
GO:0010951	negative regulation of endopeptidase act...	10	3	0.23	0.00125	BP	Up
GO:0008063	Toll signaling pathway	29	5	0.67	0.00417	BP	Up
GO:0009620	response to fungus	42	8	0.96	0.00666	BP	Up
GO:0010941	regulation of cell death	200	5	4.59	0.00757	BP	Up
GO:0007399	nervous system development	752	19	17.25	0.00833	BP	Up
GO:0008062	eclosion rhythm	8	2	0.18	0.01333	BP	Up
GO:0045751	negative regulation of Toll signaling pa...	9	2	0.21	0.01689	BP	Up
GO:0035007	regulation of melanization defense respo...	3	2	0.07	0.02273	BP	Up
GO:0016198	axon choice point recognition	20	2	0.46	0.02281	BP	Up
GO:0044351	macropinocytosis	1	1	0.02	0.02294	BP	Down
GO:0033215	reductive iron assimilation	1	1	0.02	0.02294	BP	Up
GO:0007462	R1/R6 cell fate commitment	1	1	0.02	0.02294	BP	Down
GO:0006585	dopamine biosynthetic process from tyros...	1	1	0.02	0.02294	BP	Up
GO:0006587	serotonin biosynthetic process from tryp...	1	1	0.02	0.02294	BP	Up
GO:0019471	4-hydroxyproline metabolic process	1	1	0.02	0.02294	BP	Up
GO:0098730	male germline stem cell symmetric divisi...	1	1	0.02	0.02294	BP	Up
GO:0019442	tryptophan catabolic process to acetyl-C...	1	1	0.02	0.02294	BP	Down
GO:0061172	regulation of establishment of bipolar c...	1	1	0.02	0.02294	BP	Up
GO:1902685	positive regulation of receptor localiza...	1	1	0.02	0.02294	BP	Up
GO:1904776	regulation of protein localization to ce...	1	1	0.02	0.02294	BP	Up
GO:0015671	oxygen transport	1	1	0.02	0.02294	BP	Down
GO:0030321	transepithelial chloride transport	1	1	0.02	0.02294	BP	Up
GO:0006189	'de novo' IMP biosynthetic process	1	1	0.02	0.02294	BP	Down
GO:0030421	defecation	1	1	0.02	0.02294	BP	Up
GO:0009257	10-formyltetrahydrofolate biosynthetic p...	1	1	0.02	0.02294	BP	Down
GO:0035377	transepithelial water transport	1	1	0.02	0.02294	BP	Up
GO:0035694	mitochondrial protein catabolic process	1	1	0.02	0.02294	BP	Up
GO:0035695	mitophagy by induced vacuole formation	1	1	0.02	0.02294	BP	Up
GO:0018401	peptidyl-proline hydroxylation to 4-hydr...	1	1	0.02	0.02294	BP	Up
GO:0002229	defense response to oomycetes	1	1	0.02	0.02294	BP	Up
GO:0006741	NADP biosynthetic process	1	1	0.02	0.02294	BP	Down
GO:0050830	defense response to Gram-positive bacter...	11	2	0.25	0.02504	BP	Up
GO:0098656	anion transmembrane transport	105	7	2.41	0.02803	BP	Up
GO:0007464	R3/R4 cell fate commitment	12	2	0.28	0.02961	BP	Down
GO:0007416	synapse assembly	136	7	3.12	0.03311	BP	Up
GO:0006468	protein phosphorylation	300	8	6.88	0.04016	BP	Up
GO:0009617	response to bacterium	83	5	1.9	0.04441	BP	Up
GO:0098725	symmetric cell division	3	2	0.07	0.04493	BP	Up
GO:0008652	cellular amino acid biosynthetic process	24	2	0.55	0.04514	BP	Up
GO:0046843	dorsal appendage formation	35	3	0.8	0.04515	BP	Up
GO:0035106	operant conditioning	2	1	0.05	0.04535	BP	Up
GO:0019509	L-methionine salvage from methylthioaden...	2	1	0.05	0.04535	BP	Up
GO:0019441	tryptophan catabolic process to kynureni...	2	1	0.05	0.04535	BP	Down
GO:2000305	semaphorin-plexin signaling pathway invo...	2	1	0.05	0.04535	BP	Up
GO:0035009	negative regulation of melanization defe...	2	1	0.05	0.04535	BP	Up
GO:0080121	AMP transport	2	1	0.05	0.04535	BP	Down
GO:0003097	renal water transport	2	1	0.05	0.04535	BP	Up
GO:0060586	multicellular organismal iron ion homeos...	2	1	0.05	0.04535	BP	Up
GO:0003053	circadian regulation of heart rate	2	1	0.05	0.04535	BP	Down
GO:0045434	negative regulation of female receptivit...	2	1	0.05	0.04535	BP	Up
GO:0035349	coenzyme A transmembrane transport	2	1	0.05	0.04535	BP	Down
GO:0032529	follicle cell microvillus organization	2	1	0.05	0.04535	BP	Up
GO:0032491	detection of molecule of fungal origin	2	1	0.05	0.04535	BP	Up
GO:1901255	nucleotide-excision repair involved in i...	2	1	0.05	0.04535	BP	Down
GO:0071421	manganese ion transmembrane transport	2	1	0.05	0.04535	BP	Up
GO:0034761	positive regulation of iron ion transmem...	2	1	0.05	0.04535	BP	Up
GO:0036062	presynaptic periactive zone	3	2	0.06	0.0013	CC	Down
GO:0002102	podosome	1	1	0.02	0.0214	CC	Up
GO:0033573	high-affinity iron permease complex	1	1	0.02	0.0214	CC	Up
GO:0070274	RES complex	1	1	0.02	0.0214	CC	Down
GO:0070825	micropyle	1	1	0.02	0.0214	CC	Up
GO:0005576	extracellular region	203	12	4.34	0.0221	CC	Up
GO:0005604	basement membrane	12	2	0.26	0.026	CC	Up
GO:0005876	spindle microtubule	14	2	0.3	0.0348	CC	Down
GO:0005887	integral component of plasma membrane	181	8	3.87	0.0382	CC	Up
GO:0035182	female germline ring canal outer rim	2	1	0.04	0.0423	CC	Up
GO:0034455	t-UTP complex	2	1	0.04	0.0423	CC	Up
GO:0031477	myosin VII complex	2	1	0.04	0.0423	CC	Up
GO:0098549	somatic ring canal	2	1	0.04	0.0423	CC	Up
GO:0031233	intrinsic component of external side of ...	2	1	0.04	0.0423	CC	Up
GO:0004867	serine-type endopeptidase inhibitor acti...	4	3	0.09	4.1e-05	MF	Up
GO:0020037	heme binding	7	2	0.16	0.0095	MF	Down
GO:0015293	symporter activity	28	2	0.62	0.022	MF	Up
GO:0004613	phosphoenolpyruvate carboxykinase (GTP) ...	1	1	0.02	0.0222	MF	Up
GO:0046523	S-methyl-5-thioribose-1-phosphate isomer...	1	1	0.02	0.0222	MF	Up
GO:0052767	mannosyl-oligosaccharide 1,6-alpha-manno...	1	1	0.02	0.0222	MF	Up
GO:0004638	phosphoribosylaminoimidazole carboxylase...	1	1	0.02	0.0222	MF	Down
GO:0004639	phosphoribosylaminoimidazolesuccinocarbo...	1	1	0.02	0.0222	MF	Down
GO:0031545	peptidyl-proline 4-dioxygenase activity	1	1	0.02	0.0222	MF	Up
GO:0004833	tryptophan 2,3-dioxygenase activity	1	1	0.02	0.0222	MF	Down
GO:0004740	pyruvate dehydrogenase (acetyl-transferr...	1	1	0.02	0.0222	MF	Up
GO:0030378	serine racemase activity	1	1	0.02	0.0222	MF	Down
GO:0016723	oxidoreductase activity, acting on metal...	1	1	0.02	0.0222	MF	Up
GO:0019825	oxygen binding	1	1	0.02	0.0222	MF	Down
GO:0050811	GABA receptor binding	1	1	0.02	0.0222	MF	Up
GO:0000293	ferric-chelate reductase activity	1	1	0.02	0.0222	MF	Up
GO:0004096	catalase activity	1	1	0.02	0.0222	MF	Up
GO:0004329	formate-tetrahydrofolate ligase activity	1	1	0.02	0.0222	MF	Down
GO:0070976	TIR domain binding	1	1	0.02	0.0222	MF	Up
GO:0004058	aromatic-L-amino-acid decarboxylase acti...	1	1	0.02	0.0222	MF	Up
GO:0005506	iron ion binding	13	2	0.29	0.0323	MF	Down
GO:0046982	protein heterodimerization activity	59	4	1.31	0.0405	MF	Down
GO:0005384	manganese ion transmembrane transporter ...	2	1	0.04	0.0438	MF	Up
GO:0001872	(1->3)-beta-D-glucan binding	2	1	0.04	0.0438	MF	Up
GO:0008093	cytoskeletal anchor activity	2	1	0.04	0.0438	MF	Down
GO:0003951	NAD+ kinase activity	2	1	0.04	0.0438	MF	Down
GO:0015228	coenzyme A transmembrane transporter act...	2	1	0.04	0.0438	MF	Down
GO:0070513	death domain binding	2	1	0.04	0.0438	MF	Up
GO:0004488	methylenetetrahydrofolate dehydrogenase ...	2	1	0.04	0.0438	MF	Down
GO:0004473	malate dehydrogenase (decarboxylating) (...	2	1	0.04	0.0438	MF	Up
GO:0000014	single-stranded DNA endodeoxyribonucleas...	2	1	0.04	0.0438	MF	Down
GO:0004477	methenyltetrahydrofolate cyclohydrolase ...	2	1	0.04	0.0438	MF	Down
GO:0080122	AMP transmembrane transporter activity	2	1	0.04	0.0438	MF	Down
GO:0004370	glycerol kinase activity	2	1	0.04	0.0438	MF	Down
GO:0004322	ferroxidase activity	2	1	0.04	0.0438	MF	Up
GO:0005381	iron ion transmembrane transporter activ...	2	1	0.04	0.0438	MF	Up
